TCN,REQ_DEL,EST_DE,SPOE,SPOE_AOR,SPOD,SPOD_AOR,CARRIER,SHIP_AGENCY_NM,CONTAINER_SIZE,CLASS_OF_SUPPLY,WEIGHT,SHIP_COST
S4404A2605M005KM2,3/22/2017,,"(2EE) HOUSTON,TX,US",NORTHCOM,"(PL4) SOUTH PORT UMM QASR,IQ",CENTCOM,MAEU - MAERSK LINES INC,DCMA,20FT,CLASS IX,15508,3292.8
SC31052729M025MM5,10/15/2017,9/2/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,10296,2771.6
SC31052780M156MMB,8/4/2017,9/23/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(LS8) POTI,GE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,19410,3683
SC31053103V133MM2,8/28/2017,8/27/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JN1) RIGA,LV",EUCOM,UNKNOWN,DLA,40FT,CLASS I,24091,4151.1
SC31053208M193MMB,10/15/2017,9/5/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,26334,4375.4
SC31053308M0452M5,9/28/2017,9/13/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,14898,3231.8
SC31053345M048MM5,9/13/2017,9/9/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,11920,2934
SC31053356M531ML2,9/15/2017,9/2/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,29669,4708.9
SC31053356M535ML2,9/15/2017,9/2/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,12477,2989.7
SC31053356M539ML5,9/15/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,26213,4363.3
SC31053356M596MMB,9/10/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,11666,2908.6
SE6F072219V004KK9,8/10/2017,8/25/2017,"(KJ6) ALGECIRAS,ES",EUCOM,"(PQ2) ABU DHABI,AE",CENTCOM,UNKNOWN,DLA,20FT,CLASS III,29105,4652.5
SW31233308M017MM2,9/11/2017,9/1/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,10157,2757.7
SW31233376M060MM2,10/30/2017,9/29/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,12468,2988.8
SW31422845V0072MA,9/15/2017,8/25/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,MAEU - MAERSK LINES INC,DLA,40FT,Class Unknown,15417,3283.7
SW314271800042XXX,7/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,17030,3445
SW32252729S362TTA,9/10/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS IX,28312,4573.2
SW32272340M002MM2,10/4/2017,9/3/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PL4) SOUTH PORT UMM QASR,IQ",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS VII,28454,4587.4
UY10102998V016LM5,11/1/2017,9/17/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(MK4) LOME,TG",AFRICOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS I,14300,3172
W25G1R3127V069KK2,7/31/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,10332,2775.2
W36QLP2239V057KK2,3/26/2017,,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(KB1) CASABLANCA,MA",AFRICOM,TALS - TRANSATLANTIC LINES LLC,ARMY,40FT,CLASS VII,17168,3458.8
W36QLP7186X026XXX,8/12/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(HAO) MARCHWOOD,GB",EUCOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,BREAKBULK,CLASS VII,15764,3318.4
W44XMF2582V091KK2,7/14/2017,8/31/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(TA6) GUAM MAG,GU",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,23755,4117.5
W44XMF3349V046KK2,9/27/2017,9/7/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MSCS - MSC,ARMY,20FT,CLASS V,28717,4613.7
W562RM7169DT01XXX,10/6/2017,9/20/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(1Q1) SAVANNAH,GA,US",NORTHCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,BREAKBULK,CLASS IX,18797,3621.7
W56HZW7152387WLXX,9/1/2017,9/2/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,DLA,BREAKBULK,CLASS VII,11580,2900
W56HZW7194300WLAX,10/15/2017,8/30/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(UD6) PUSAN (MILITARY TERMINAL),KR",PACOM,CEGL - CENTRAL GULF LINES,DLA,BREAKBULK,CLASS VII,29710,4713
W58HZ17165V010LWX,8/30/2017,8/29/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,UNKNOWN,ARMY,BREAKBULK,CLASS VII,28681,4610.1
W67G233349V006KK2,9/27/2017,9/7/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MSCS - MSC,ARMY,20FT,CLASS V,10736,2815.6
W81NLE2804M0042K2,9/25/2017,9/17/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(TJ1) KWAJALEIN ATOLL,MH",PACOM,UNKNOWN,ARMY,20FT,CLASS II,18109,3552.9
W905WL2741V048MM2,10/13/2017,9/12/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(1Q1) SAVANNAH,GA,US",NORTHCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,20FT,CLASS IX,17707,3512.7
W90CGJ71959012XCX,8/30/2017,8/29/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,UNKNOWN,ARMY,BREAKBULK,CLASS VII,19640,3706
W90Z9C2643V610KK2,7/6/2017,9/24/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,20105,3752.5
W91EKJ7112LB04XXX,7/15/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,FRLN - FARRELL LINES INC.,ARMY,BREAKBULK,CLASS II,28944,4636.4
W91EKJ7117LB03XXX,7/15/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,FRLN - FARRELL LINES INC.,ARMY,BREAKBULK,CLASS II,20915,3833.5
W91EKJ7147DT01XXX,9/6/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,LGLT - LIBERTY GLOBAL LOGISTICS,ARMY,BREAKBULK,CLASS I,13887,3130.7
WK4F422634V012L12,9/24/2017,9/16/2017,"(JF1) BREMERHAVEN,DE",EUCOM,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,UNKNOWN,ARMY,40FT,Class Unknown,23256,4067.6
BJ8H7560829002XDX,10/17/2017,10/5/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,22428,3984.8
BJ8H7561799004XRX,10/27/2017,10/16/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,27776,4519.6
BJ8H7561799006XHX,7/19/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,20548,3796.8
BJ8H7561799031XRX,5/7/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,14436,3185.6
BJ8H7561799040XCX,7/15/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,23517,4093.7
FB527071320154XXX,7/5/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,23665,4108.5
FD20606197X002AXX,7/24/2017,8/25/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DCMA,BREAKBULK,CLASS VII,15194,3261.4
FV58972686V006MM2,6/30/2017,9/24/2017,"(PK6) UMM SAID,QA",CENTCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,18762,3618.2
HQCAAB3099S047KTA,8/26/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,23880,4130
HQCAAB3100S205KTA,9/4/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,23638,4105.8
HQCAAB3359S132KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,15491,3291.1
HQCAAB3359S139KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS II,10964,2838.4
HX6ATX3100S064MMA,9/11/2017,9/7/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,15774,3319.4
HX6CPW2799S001M15,8/29/2017,8/28/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(XE1) HONOLULU,HI,US",PACOM,MATS - MATSON NAVIGATION CO.,AAFES,40FT,CLASS I,22506,3992.6
M2944000118010XAX,8/10/2017,,"(JN4) KLAIPEDA,LT",EUCOM,"(2E6) PORT ARTHUR,TX,US",NORTHCOM,CEGL - CENTRAL GULF LINES,MARINE CORPS,BREAKBULK,CLASS VII,23384,4080.4
M7111610617874PXX,6/5/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UQ5) HAKATA,JP",PACOM,UNKNOWN,ARMY,BREAKBULK,Class Unknown,26101,4352.1
N002502815S022M2A,9/18/2017,8/28/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,NEXCOM,40FT,CLASS II,26125,4354.5
N605143164V002TK2,9/4/2017,8/31/2017,"(CE1) GUANTANAMO,A2",SOUTHCOM,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,SYLF - SCHUYLER LINE NAVIGATION COMPANY LLC,NAVY,40FT,CLASS X,27805,4522.5
N682127062P502XXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,18286,3570.6
N685392105V0023KB,4/26/2018,9/1/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,APLS - AMERICAN PRESIDENT LINES,NAVY,40FT,CLASS I,22919,4033.9
N7229523270587HXX,9/27/2017,9/24/2017,"(XE2) PEARL HARBOR,HI,US",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,UNKNOWN,NAVY,BREAKBULK,Class Unknown,23054,4047.4
PPK17N62016000XIX,9/7/2017,,"(1L2) CURTIS BAY,MD,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,SYLF - SCHUYLER LINE NAVIGATION COMPANY LLC,NAVY,BREAKBULK,CLASS VII,24598,4201.8
SC31052274M306MLB,9/1/2017,9/3/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,10520,2794
SC31052614M039MMB,9/9/2017,9/1/2017,"(4D3) SEATTLE,WA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,14721,3214.1
SC31053260M1911M5,9/4/2017,8/29/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,11264,2868.4
SW07023094V002MMA,10/9/2017,9/14/2017,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,UNKNOWN,DLA,40FT,CLASS II,27941,4536.1
W22P1H3127V023KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS II,14020,3144
W25G1R3127V203KK2,5/2/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,21330,3875
W31G1Z2873V002KK2,7/17/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(VC8) PORT ALMA,AU",PACOM,RISG - REDCLIFFE INTERNATIONAL (SHIPPING) LTD,ARMY,20FT,CLASS V,23828,4124.8
W44XMF2541V015KK2,3/24/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(LJ5) ASHDOD,IL",EUCOM,MSCS - MSC,ARMY,20FT,CLASS V,28387,4580.7
W53XMD3127V009KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,29523,4694.3
W56F9Z1194V018LK2,6/29/2017,8/28/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,MSCS - MSC,ARMY,40FT,CLASS II,23543,4096.3
W56HZW6341W500LAX,2/21/2017,,"(1P2) CHARLESTON,SC,US",NORTHCOM,"(KF3) LIVORNO,IT",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,DLA,BREAKBULK,CLASS VII,10839,2825.9
W81M1W2719V116KK2,8/19/2017,9/24/2017,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,"(PK6) UMM SAID,QA",CENTCOM,SURF - ARMY WATER CRAFT,ARMY,20FT,CLASS V,26077,4349.7
W81M1W2719V148KK2,8/19/2017,9/24/2017,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,"(PK6) UMM SAID,QA",CENTCOM,SURF - ARMY WATER CRAFT,ARMY,20FT,CLASS V,25834,4325.4
W81TU170090001AUA,4/15/2017,9/24/2017,"(RA5) LAEM CHABANG,TH",PACOM,"(UB2) BUCKNER BAY,JP",PACOM,UNKNOWN,ARMY,BREAKBULK,CLASS V,14142,3156.2
W81W1T2951V1232M2,9/8/2017,8/25/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,MAEU - MAERSK LINES INC,ARMY,20FT,CLASS II,23317,4073.7
W90Z9F2643V227KK2,7/17/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,14859,3227.9
WT5JH62664V0031K2,8/21/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,ARMY,40FT,Class Unknown,20641,3806.1
WT5JH62912V003112,10/7/2017,9/8/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(3H2) SAN PEDRO,CA,US",NORTHCOM,MAEU - MAERSK LINES INC,ARMY,40FT,Class Unknown,18054,3547.4
WT5LE12178V062KK2,4/2/2017,9/3/2017,"(UL9) HIRAO,JP",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,ARMY,BREAKBULK,CLASS VII,10895,2831.5
A7160623368932PXX,7/17/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UM3) TOKYO,JP",PACOM,UNKNOWN,ARMY,BREAKBULK,Class Unknown,18645,3606.5
BJ8H7560439019XPX,8/29/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,12353,2977.3
BJ8H7561799017XKX,8/28/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,27465,4488.5
BJ8H7561799022XZX,9/5/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,14302,3172.2
BJ8H7562579004XSX,9/30/2017,10/5/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,16735,3415.5
BV5A7560889003XCX,3/16/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,11292,2871.2
FA307270620012XXA,3/28/2017,9/7/2017,"(CE1) GUANTANAMO,A2",SOUTHCOM,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,UNKNOWN,NAVY,BREAKBULK,CLASS VII,10943,2836.3
FB48046360X502XRX,3/19/2017,,"(PK6) UMM SAID,QA",CENTCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,SURF - ARMY WATER CRAFT,AIR FORCE,BREAKBULK,CLASS X,15731,3315.1
FB52847038X005PAX,3/31/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,11988,2940.8
FB52847038X005SAX,4/3/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,20083,3750.3
FE302071502500XXX,8/31/2017,9/2/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,AIR FORCE,BREAKBULK,CLASS VII,17427,3484.7
FV529470330099XAW,3/11/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,23993,4141.3
FV58972686V003MM2,6/30/2017,9/24/2017,"(PK6) UMM SAID,QA",CENTCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,11592,2901.2
HL00062585M001MM2,10/1/2017,9/1/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(VB1) ADELAIDE,AU",PACOM,APLS - AMERICAN PRESIDENT LINES,OTHER,40FT,CLASS IV,12693,3011.3
HP93472807V0021M2,9/17/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,MAEU - MAERSK LINES INC,POSTAL,40FT,Class Unknown,26500,4392
HQCAAB3359S122KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,28877,4629.7
HQCWJ62729S066KT2,9/27/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,10916,2833.6
HQCWJ62729S092KT2,9/8/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,20292,3771.2
HQCWJ62815S054KTB,10/4/2017,8/27/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,22622,4004.2
HX6ATX2290S050KM2,10/25/2017,9/10/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,11127,2854.7
HX6ATX2729S012MM2,9/3/2017,8/31/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,19628,3704.8
HX6MDV3100S003KM5,9/2/2017,9/2/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,28410,4583
HX7WCW2641S019MMA,8/30/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS VI,17108,3452.8
HX7WCW2729S036TTA,9/8/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,15186,3260.6
M0001270820001XAX,9/10/2017,9/2/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UQ5) HAKATA,JP",PACOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,19082,3650.2
M2035071580112XXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,20893,3831.3
M9545015RC35K07LJ,9/5/2017,9/2/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,22990,4041
N0024971640156XBX,9/3/2017,8/28/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,CEGL - CENTRAL GULF LINES,DLA,BREAKBULK,CLASS VII,28668,4608.8
N006042928V0012M2,9/25/2017,9/6/2017,"(XE1) HONOLULU,HI,US",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,UNKNOWN,NAVY,40FT,Class Unknown,12698,3011.8
N219027180Y850XXX,9/24/2017,9/23/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UQ5) HAKATA,JP",PACOM,UNKNOWN,DLA,BREAKBULK,CLASS VII,22014,3943.4
N234241192V026LK2,6/2/2017,8/28/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,MSCS - MSC,NAVY,20FT,CLASS VII,24633,4205.3
N685391198V006LK2,8/20/2017,9/29/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,UNKNOWN,NAVY,40FT,CLASS I,11613,2903.3
N6853972061011XXG,8/31/2017,8/29/2017,"(QF1) DIEGO GARCIA,DG",PACOM,"(RB1) SINGAPORE,SG",PACOM,MATS - MATSON NAVIGATION CO.,NAVY,BREAKBULK,CLASS VII,13559,3097.9
N825171198V013LKB,8/12/2017,9/27/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,UNKNOWN,NAVY,40FT,CLASS I,19868,3728.8
SC31053147V079MMB,8/29/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PQ7) JEBEL ALI,AE",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,19771,3719.1
SC31053259M079MMB,11/13/2017,9/29/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,UNKNOWN,DLA,40FT,CLASS I,22929,4034.9
SC31053624M327MM5,9/5/2017,9/8/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KF4) GENOVA,IT",EUCOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS I,19356,3677.6
SW31232614S411MM2,7/28/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DLA,40FT,CLASS II,24081,4150.1
